fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at;cycle_phase;cycle_factor
0,07;0,02;0,08;0;7717641;10073001;10089869;406346237;7579391;779033;2024-11-19 08:13:53.138;0.858;-0.777
0,00;0,10;0,06;0;7729711;10074710;10086741;406232609;7527262;776324;2024-11-19 08:16:29.280;0.859;-0.776
0,00;0,00;0,10;0;7715776;10071774;10100141;406523525;7524618;773562;2024-11-19 08:18:14.423;0.859;-0.776
0,00;0,02;0,16;1;7721299;10072147;10080378;403482613;7528330;780986;2024-11-19 08:18:50.740;0.859;-0.775
0,00;0,00;0,05;0;7733231;10070973;10087956;391963818;7529598;773852;2024-11-19 08:21:30.950;0.859;-0.774
0,00;0,07;0,09;0;7715481;10072583;10079450;403837612;7531665;773844;2024-11-19 08:22:59.764;0.859;-0.773
0,00;0,00;0,14;0;7707186;10072578;10078345;404365913;7516000;777737;2024-11-19 08:26:02.090;0.860;-0.772
0,00;0,02;0,11;0;7714290;10073179;10078846;413715488;7575044;780203;2024-11-19 08:27:32.029;0.860;-0.772
0,00;0,04;0,07;0;7718546;10073113;10078347;409192853;7577368;782353;2024-11-19 08:28:33.028;0.860;-0.771
0,00;0,02;0,11;0;7700239;10070906;10078214;409682218;7535637;775924;2024-11-19 08:31:46.415;0.860;-0.770
0,00;0,00;0,04;0;7722655;10071072;10081595;397620418;7540830;781669;2024-11-19 08:33:15.253;0.860;-0.769
0,00;0,00;0,06;3;7720254;10074064;10081552;411027299;7571500;784596;2024-11-19 08:36:40.537;0.861;-0.768
0,00;0,02;0,09;0;7706303;10072913;10086416;415469447;7550870;777638;2024-11-19 08:37:23.626;0.861;-0.768
0,00;0,00;0,08;0;7721218;10072668;10087857;403932206;7569588;779156;2024-11-19 08:38:56.742;0.861;-0.767
0,00;0,08;0,10;0;7723673;10071361;10088807;406526909;7622122;778220;2024-11-19 08:42:27.641;0.861;-0.766
0,00;0,02;0,05;2;7700667;10071817;10090328;405408010;7565941;788680;2024-11-19 08:43:46.165;0.861;-0.765
0,00;0,04;0,07;0;7750301;10072511;10080231;409821282;7591764;783753;2024-11-19 08:44:35.084;0.862;-0.764
0,00;0,04;0,04;1;7717997;10073544;10095260;412120139;7567561;782962;2024-11-19 08:47:21.118;0.862;-0.764
0,00;0,06;0,06;0;7716807;10071455;10083233;411594970;7640856;789803;2024-11-19 08:48:40.780;0.862;-0.763
0,00;0,06;0,08;0;7715228;10072188;10077657;405766522;7612183;790683;2024-11-19 08:52:12.724;0.862;-0.762
0,00;0,07;0,07;1;7737993;10072388;10086954;394908869;7627500;785381;2024-11-19 08:54:35.350;0.863;-0.760
0,00;0,06;0,10;0;7729258;10073263;10088634;398576462;7573306;781567;2024-11-19 08:54:43.231;0.862;-0.761
0,03;0,08;0,06;0;7712617;10073058;10082351;399355527;7586849;790626;2024-11-19 08:58:16.529;0.863;-0.760
0,02;0,06;0,09;3;7733697;10074052;10088166;413082644;7615508;792633;2024-11-19 08:59:38.921;0.863;-0.759
0,00;0,05;0,11;0;7728146;10072578;10099475;414657372;7904473;825403;2024-11-19 09:01:39.066;0.863;-0.758
0,00;0,02;0,11;1;7725999;10072464;10087128;413797398;7924249;823629;2024-11-19 09:04:26.020;0.863;-0.757
0,00;0,09;0,14;3;7723905;10073757;10097724;420732026;7874217;829582;2024-11-19 09:04:31.877;0.863;-0.756
0,01;0,04;0,12;0;7715645;10073031;10088767;419291545;7837515;832775;2024-11-19 09:08:54.287;0.864;-0.756
0,00;0,09;0,13;0;7707663;10071232;10099193;417257882;7843068;828582;2024-11-19 09:08:55.119;0.864;-0.755
0,03;0,00;0,14;0;7732488;10071092;10099771;414795313;7913017;826009;2024-11-19 09:11:09.349;0.864;-0.754
0,10;0,04;0,12;1;7717528;10072719;10090794;413376104;7879193;832497;2024-11-19 09:12:55.893;0.864;-0.753
0,05;0,11;0,09;0;7716790;10071755;10086226;421909074;7940126;832140;2024-11-19 09:16:43.893;0.864;-0.752
0,00;0,08;0,08;3;7713494;10073152;10097036;420935075;7927429;831486;2024-11-19 09:18:57.145;0.865;-0.751
0,00;0,02;0,10;0;7704150;10074006;10090248;411052804;7915091;833414;2024-11-19 09:19:33.435;0.865;-0.751
0,00;0,07;0,12;0;7704361;10072432;10084301;412198099;7917442;829373;2024-11-19 09:22:17.648;0.865;-0.750
0,00;0,06;0,07;1;7738540;10073620;10088799;418017240;7912145;835792;2024-11-19 09:22:43.579;0.865;-0.749
0,00;0,04;0,13;2;7716774;10072856;10085985;409267625;7908660;835295;2024-11-19 09:26:34.018;0.865;-0.748
0,00;0,06;0,08;0;7718415;10073193;10086692;423638436;7941734;833404;2024-11-19 09:28:14.290;0.866;-0.747
0,00;0,00;0,08;0;7727297;10072750;10083967;418802714;7924331;838767;2024-11-19 09:28:43.577;0.866;-0.746
0,00;0,10;0,08;2;7728581;10071870;10088034;420248769;7910565;833597;2024-11-19 09:31:00.272;0.866;-0.746
0,05;0,05;0,16;0;7723907;10074134;10090666;417627689;7910995;836069;2024-11-19 09:34:55.901;0.866;-0.745
0,04;0,11;0,10;2;7727874;10072180;10086718;416434847;7924497;831456;2024-11-19 09:35:11.644;0.866;-0.744
0,02;0,12;0,12;0;7722268;10073157;10093986;417834060;7960480;838259;2024-11-19 09:37:37.029;0.867;-0.743
0,00;0,05;0,09;2;7721756;10072683;10087494;419816936;7920834;837308;2024-11-19 09:39:44.963;0.867;-0.742
0,01;0,06;0,08;3;7720913;10074044;10092813;419714473;7914793;839491;2024-11-19 09:42:07.509;0.867;-0.741
0,00;0,07;0,11;0;7715486;10075517;10084775;418614637;7899247;841744;2024-11-19 09:44:04.959;0.867;-0.741
0,00;0,06;0,04;0;7741499;10072719;10094090;420665373;7919132;834146;2024-11-19 09:44:42.665;0.867;-0.740
0,00;0,05;0,14;0;7719189;10072026;10095087;419023653;7967609;844538;2024-11-19 09:48:01.633;0.868;-0.739
0,00;0,01;0,12;0;7719299;10072844;10095304;429745074;7922126;843267;2024-11-19 09:48:58.392;0.868;-0.738
0,02;0,06;0,12;0;7736108;10074382;10091513;418743702;7937296;839268;2024-11-19 09:52:47.934;0.868;-0.736
0,00;0,07;0,15;0;7713247;10072998;10093493;423084272;7917121;836147;2024-11-19 09:52:49.312;0.868;-0.737
0,03;0,02;0,09;1;7732948;10074283;10088085;411061011;7943790;844679;2024-11-19 09:56:39.584;0.868;-0.736
0,00;0,13;0,08;0;7728827;10073343;10090655;419479197;7971987;843769;2024-11-19 09:56:55.287;0.869;-0.735
0,03;0,09;0,11;0;7718895;10075183;10105394;421320108;8197356;869203;2024-11-19 10:00:17.157;0.869;-0.734
0,01;0,07;0,14;0;7706206;10072560;10088381;423622179;8191925;873505;2024-11-19 10:01:47.188;0.869;-0.733
0,00;0,06;0,11;0;7740071;10072185;10099356;429267101;8160072;877044;2024-11-19 10:03:41.300;0.869;-0.732
0,00;0,04;0,12;0;7729032;10072468;10101666;416837953;8173443;879260;2024-11-19 10:05:44.067;0.869;-0.731
0,02;0,09;0,18;0;7728999;10074468;10100044;420414997;8130378;877212;2024-11-19 10:07:57.989;0.870;-0.731
0,00;0,06;0,14;2;7737502;10072580;10098021;417497088;8178806;872712;2024-11-19 10:08:38.411;0.870;-0.730
0,01;0,06;0,10;0;7734550;10072384;10100566;428911274;8159234;872554;2024-11-19 10:10:33.834;0.870;-0.729
0,00;0,07;0,09;0;7735316;10073862;10093198;425361667;8227163;872034;2024-11-19 10:12:33.999;0.870;-0.728
0,07;0,00;0,13;0;7734059;10073234;10105694;432103673;8201336;872581;2024-11-19 10:15:15.268;0.870;-0.727
0,00;0,08;0,18;3;7722407;10073681;10099744;419910496;8233209;881328;2024-11-19 10:16:30.932;0.871;-0.726
0,04;0,04;0,15;0;7706603;10073440;10095948;429123485;8221171;881129;2024-11-19 10:19:58.265;0.871;-0.725
0,01;0,10;0,13;2;7726229;10073401;10110772;436113718;8193218;882573;2024-11-19 10:20:35.931;0.871;-0.725
0,08;0,05;0,08;0;7741871;10074396;10090210;428777885;8215438;883664;2024-11-19 10:24:41.633;0.871;-0.723
0,12;0,10;0,07;0;7709910;10074664;10105353;427367007;8239728;875942;2024-11-19 10:24:48.867;0.871;-0.724
0,02;0,11;0,14;3;7753952;10072844;10093815;421066413;8192605;884306;2024-11-19 10:28:02.132;0.872;-0.722
0,05;0,13;0,09;0;7737180;10073956;10101481;420753147;8251067;883918;2024-11-19 10:30:42.833;0.872;-0.721
0,00;0,07;0,13;2;7733761;10074091;10095183;427055403;8216255;880302;2024-11-19 10:32:20.908;0.872;-0.720
0,01;0,09;0,07;0;7738306;10072830;10108695;426749168;8179057;878122;2024-11-19 10:32:31.483;0.872;-0.719
0,03;0,10;0,14;0;7717158;10073664;10089337;415242232;8230305;887014;2024-11-19 10:34:40.014;0.872;-0.718
0,07;0,06;0,13;0;7740357;10072958;10102218;435859574;8273706;880153;2024-11-19 10:37:08.859;0.873;-0.718
0,05;0,16;0,10;3;7725046;10074017;10105931;430669124;8233828;881863;2024-11-19 10:40:12.808;0.873;-0.717
0,00;0,13;0,11;0;7707581;10073533;10102476;438702917;8249994;887179;2024-11-19 10:42:29.847;0.873;-0.716
0,08;0,12;0,11;0;7741106;10074008;10098270;430898867;8221266;886006;2024-11-19 10:44:32.042;0.873;-0.715
0,10;0,13;0,17;0;7753452;10073070;10101826;435315690;8294504;883637;2024-11-19 10:45:00.902;0.873;-0.714
0,00;0,06;0,08;0;7719678;10073354;10090089;430580132;8295288;886646;2024-11-19 10:47:14.461;0.874;-0.713
0,03;0,05;0,15;2;7733089;10074115;10096544;414964978;8232829;882226;2024-11-19 10:50:27.965;0.874;-0.712
0,08;0,13;0,12;0;7734066;10074293;10103332;420773433;8284805;891079;2024-11-19 10:52:54.566;0.874;-0.712
0,00;0,05;0,07;0;7726064;10073172;10093502;423529736;8262031;891933;2024-11-19 10:54:28.391;0.874;-0.711
0,00;0,06;0,15;3;7717023;10072197;10104125;426225437;8293921;892159;2024-11-19 10:55:45.520;0.874;-0.710
0,00;0,07;0,10;0;7722713;10074443;10098944;421690067;8290292;892564;2024-11-19 10:58:06.291;0.875;-0.709
0,00;0,03;0,09;0;7716680;10074877;10096260;434197545;8246290;893998;2024-11-19 10:58:58.216;0.875;-0.708
0,03;0,03;0,14;0;7729482;10074503;10107412;417226605;8357863;904216;2024-11-19 11:02:21.452;0.875;-0.707
0,00;0,06;0,15;0;7727469;10073322;10100370;436716835;8388557;911635;2024-11-19 11:03:44.688;0.875;-0.706
0,00;0,09;0,10;0;7720281;10073514;10100342;433373397;8444363;914023;2024-11-19 11:04:43.995;0.875;-0.705
0,02;0,10;0,16;0;7726181;10073012;10095825;433301559;8446499;915046;2024-11-19 11:07:53.735;0.876;-0.704
0,03;0,15;0,15;0;7717423;10077068;10106341;428031420;8402393;913774;2024-11-19 11:09:14.430;0.876;-0.704
0,09;0,11;0,13;2;7750842;10074220;10099928;440898200;8392194;906727;2024-11-19 11:12:21.509;0.876;-0.703
0,10;0,10;0,14;1;7730867;10074478;10091576;435502704;8447677;914270;2024-11-19 11:14:03.881;0.876;-0.702
0,06;0,00;0,14;1;7731263;10073947;10095790;435811796;8394877;917079;2024-11-19 11:15:13.567;0.876;-0.701
0,00;0,07;0,15;0;7725468;10074003;10096790;431236407;8378688;909929;2024-11-19 11:18:56.611;0.877;-0.700
0,02;0,15;0,13;1;7739485;10073719;10092943;442304625;8393364;909684;2024-11-19 11:20:49.107;0.877;-0.699
0,09;0,09;0,22;0;7738561;10074687;10106164;436645763;8477888;911881;2024-11-19 11:22:52.546;0.877;-0.698
0,00;0,06;0,12;0;7733990;10075024;10106953;431115581;8466141;913519;2024-11-19 11:23:32.012;0.877;-0.697
0,00;0,09;0,18;0;7736520;10075572;10107064;425692716;8427716;911750;2024-11-19 11:26:12.432;0.877;-0.696
0,02;0,09;0,12;2;7725507;10074376;10098113;439789117;8438365;913427;2024-11-19 11:26:31.657;0.878;-0.696
0,08;0,17;0,12;0;7731290;10074093;10108654;427494753;8421572;914331;2024-11-19 11:29:58.362;0.878;-0.695
0,02;0,14;0,12;0;7726634;10072433;10107298;433161338;8488896;914545;2024-11-19 11:32:14.613;0.878;-0.694
0,09;0,11;0,08;0;7745105;10074199;10101790;428695799;8410734;920654;2024-11-19 11:32:38.266;0.878;-0.693
0,04;0,03;0,13;0;7728813;10074463;10105615;436719118;8481860;915456;2024-11-19 11:34:45.529;0.878;-0.692
0,06;0,11;0,16;1;7734747;10074895;10101322;433244900;8436371;919817;2024-11-19 11:38:34.513;0.879;-0.691
0,03;0,07;0,14;0;7732616;10073449;10100077;441852660;8492703;918553;2024-11-19 11:39:34.317;0.879;-0.690
0,05;0,11;0,15;0;7727715;10074023;10099943;434519402;8427945;924140;2024-11-19 11:40:48.571;0.879;-0.689
0,15;0,00;0,15;0;7734004;10073893;10098548;444878441;8512597;922167;2024-11-19 11:43:03.390;0.879;-0.688
0,00;0,03;0,14;0;7738033;10072397;10103470;429368908;8506748;919268;2024-11-19 11:45:30.100;0.879;-0.687
0,08;0,11;0,12;0;7745081;10074416;10097266;444279303;8440507;923700;2024-11-19 11:47:48.817;0.880;-0.687
0,05;0,05;0,09;0;7732353;10074391;10105273;437406524;8506911;925191;2024-11-19 11:49:33.448;0.880;-0.686
0,09;0,04;0,10;0;7737095;10072769;10101376;438864944;8498251;925543;2024-11-19 11:52:04.584;0.880;-0.685
0,09;0,11;0,13;0;7729206;10073359;10097312;432817267;8448531;919505;2024-11-19 11:54:21.445;0.880;-0.684
0,05;0,16;0,09;0;7734224;10073924;10108426;438055051;8508388;925609;2024-11-19 11:56:07.643;0.880;-0.683
0,02;0,00;0,16;0;7737865;10075538;10102990;429234058;8547312;925692;2024-11-19 11:58:34.241;0.881;-0.682
0,05;0,12;0,08;0;7722057;10074026;10099254;428256069;8521678;922061;2024-11-19 11:59:58.793;0.881;-0.681
0,06;0,07;0,11;0;7728906;10074434;10102907;445415180;8561626;936866;2024-11-19 12:01:20.056;0.881;-0.680
0,14;0,07;0,14;0;7745852;10073977;10104299;432759438;8525191;930572;2024-11-19 12:04:16.487;0.881;-0.679
0,00;0,10;0,13;0;7721860;10073617;10109059;441001936;8512029;937601;2024-11-19 12:06:35.564;0.881;-0.678
0,08;0,12;0,11;0;7712118;10075071;10092802;430971232;8520149;937969;2024-11-19 12:08:19.602;0.882;-0.677
0,01;0,13;0,11;3;7743838;10074222;10101421;437561128;8559848;935984;2024-11-19 12:09:52.378;0.882;-0.677
0,00;0,04;0,16;2;7735239;10074910;10106198;438971488;8607683;930634;2024-11-19 12:11:30.097;0.882;-0.676
0,01;0,14;0,10;1;7733328;10073883;10103302;431826227;8548403;932614;2024-11-19 12:13:51.839;0.882;-0.675
0,13;0,06;0,15;0;7739768;10073424;10096916;443072043;8565966;935887;2024-11-19 12:15:10.190;0.882;-0.674
0,14;0,09;0,18;3;7740121;10075381;10100017;440080878;8573385;931967;2024-11-19 12:17:00.187;0.883;-0.673
0,00;0,06;0,08;0;7725422;10073685;10109389;435629681;8620551;940485;2024-11-19 12:20:55.189;0.883;-0.672
0,02;0,14;0,14;0;7730787;10074973;10106222;443642378;8620272;942054;2024-11-19 12:21:04.881;0.883;-0.671
0,00;0,00;0,12;3;7735441;10075721;10105634;436306206;8563381;935446;2024-11-19 12:24:49.827;0.883;-0.670
0,00;0,09;0,14;3;7734873;10074174;10098681;433154707;8597130;943461;2024-11-19 12:25:09.302;0.883;-0.669
0,01;0,07;0,12;0;7741377;10074691;10110395;434609312;8601710;943527;2024-11-19 12:27:54.665;0.884;-0.668
0,00;0,07;0,13;0;7738882;10074943;10103658;433158488;8634852;943907;2024-11-19 12:30:40.577;0.884;-0.667
0,02;0,05;0,17;0;7737454;10073855;10115876;442461956;8572834;942163;2024-11-19 12:30:51.896;0.884;-0.666
0,05;0,05;0,14;0;7745004;10073663;10097052;435999378;8598012;940789;2024-11-19 12:34:11.008;0.884;-0.665
0,04;0,05;0,13;0;7747881;10075156;10099462;433587094;8591638;942740;2024-11-19 12:35:47.138;0.884;-0.664
0,08;0,16;0,17;0;7745161;10074011;10103665;437865209;8588033;946976;2024-11-19 12:37:45.999;0.885;-0.664
0,04;0,03;0,11;0;7744564;10076793;10105430;429656972;8579658;941756;2024-11-19 12:40:19.978;0.885;-0.663
0,00;0,10;0,14;0;7737296;10073692;10110405;438163688;8592906;940064;2024-11-19 12:42:19.180;0.885;-0.662
0,00;0,04;0,11;0;7721686;10073606;10114222;438404128;8581565;947381;2024-11-19 12:43:31.659;0.885;-0.661
0,00;0,10;0,13;0;7726873;10073891;10105849;436386053;8643286;944430;2024-11-19 12:45:35.812;0.885;-0.660
0,00;0,05;0,18;0;7733471;10073596;10106776;444474862;8592866;944778;2024-11-19 12:47:53.778;0.886;-0.659
0,02;0,06;0,17;0;7732418;10072201;10110378;439917298;8680875;947764;2024-11-19 12:50:50.771;0.886;-0.658
0,04;0,03;0,10;0;7727601;10074204;10103353;441465751;8656017;949974;2024-11-19 12:52:47.423;0.886;-0.657
0,00;0,14;0,11;3;7725317;10074355;10109388;451780180;8615610;942915;2024-11-19 12:52:51.519;0.886;-0.656
0,06;0,11;0,13;0;7743202;10074881;10112111;440333391;8649183;952477;2024-11-19 12:55:33.805;0.886;-0.655
0,04;0,05;0,16;0;7744337;10073101;10119306;431526456;8689149;947652;2024-11-19 12:58:16.791;0.887;-0.654
0,05;0,12;0,13;1;7742743;10073178;10101181;442700047;8616923;945910;2024-11-19 12:59:51.278;0.887;-0.653
0,08;0,11;0,14;0;7727221;10076042;10111564;444898406;8609173;947534;2024-11-19 13:01:52.874;0.887;-0.652
0,03;0,09;0,16;0;7744863;10073120;10105713;440833926;8615072;942179;2024-11-19 13:03:15.246;0.887;-0.651
0,01;0,02;0,15;0;7732661;10075107;10112146;450605532;8623733;948199;2024-11-19 13:05:43.464;0.887;-0.650
0,09;0,06;0,18;3;7726015;10074660;10106294;434052740;8666379;942378;2024-11-19 13:07:02.888;0.887;-0.649
0,01;0,09;0,17;1;7742327;10075591;10109823;434412449;8630132;942287;2024-11-19 13:09:11.954;0.888;-0.648
0,02;0,10;0,18;0;7722935;10073630;10109166;442205521;8667634;942184;2024-11-19 13:12:22.516;0.888;-0.648
0,07;0,11;0,13;3;7738052;10074898;10110968;449268729;8634595;951455;2024-11-19 13:13:22.614;0.888;-0.647
0,04;0,08;0,13;3;7720053;10072258;10109193;451532129;8629381;948462;2024-11-19 13:15:50.525;0.888;-0.646
0,14;0,09;0,08;0;7748604;10073100;10105413;440836291;8654158;952510;2024-11-19 13:18:02.416;0.888;-0.645
0,07;0,06;0,11;1;7735148;10072728;10107338;447602913;8700762;945629;2024-11-19 13:19:34.095;0.889;-0.644
0,01;0,11;0,18;3;7753244;10075923;10102535;440556572;8635329;948579;2024-11-19 13:20:47.174;0.889;-0.643
0,05;0,08;0,16;0;7725864;10074506;10105563;424063343;8614232;952871;2024-11-19 13:24:25.155;0.889;-0.642
0,08;0,13;0,12;1;7746518;10075562;10107103;443029105;8665233;952307;2024-11-19 13:26:36.221;0.889;-0.641
0,00;0,11;0,14;0;7743233;10074910;10109925;445763976;8650187;947571;2024-11-19 13:27:22.906;0.889;-0.640
0,08;0,06;0,13;2;7731300;10073001;10106640;439595959;8714604;954193;2024-11-19 13:29:48.916;0.890;-0.639
0,09;0,08;0,16;0;7733385;10073592;10108333;443796253;8690202;951377;2024-11-19 13:31:46.553;0.890;-0.638
0,04;0,11;0,09;0;7737609;10074247;10099845;446012591;8663054;955487;2024-11-19 13:34:27.548;0.890;-0.637
0,05;0,07;0,12;0;7747271;10075433;10101995;437142634;8641818;951593;2024-11-19 13:35:21.312;0.890;-0.636
0,00;0,07;0,16;0;7729004;10074046;10101765;441840974;8678128;949995;2024-11-19 13:36:52.749;0.890;-0.635
0,08;0,10;0,13;0;7718459;10073077;10118542;440948026;8656914;950643;2024-11-19 13:40:15.804;0.891;-0.634
0,10;0,12;0,13;0;7723640;10074173;10104915;434758080;8662259;951766;2024-11-19 13:42:46.410;0.891;-0.633
0,01;0,15;0,18;0;7725506;10073529;10107068;443328131;8753589;954478;2024-11-19 13:44:44.023;0.891;-0.631
0,02;0,10;0,11;0;7745402;10073845;10105296;452580711;8710399;958220;2024-11-19 13:44:53.389;0.891;-0.632
0,11;0,15;0,18;1;7714387;10075234;10111292;440949449;8696369;958414;2024-11-19 13:47:12.042;0.891;-0.630
0,07;0,09;0,16;2;7739929;10076293;10113818;438826720;8714976;957228;2024-11-19 13:49:44.158;0.892;-0.629
0,08;0,08;0,19;3;7735296;10074949;10114331;439917769;8753804;960922;2024-11-19 13:51:35.508;0.892;-0.628
0,13;0,06;0,13;0;7732658;10074805;10108225;449751684;8713043;962158;2024-11-19 13:54:14.756;0.892;-0.627
0,11;0,10;0,05;0;7749249;10074541;10113514;439651376;8759207;959980;2024-11-19 13:56:16.675;0.892;-0.626
0,06;0,19;0,16;0;7743748;10074800;10104019;445783154;8688510;958847;2024-11-19 13:57:31.772;0.892;-0.625
0,07;0,13;0,18;0;7743486;10073315;10109329;449241988;8748864;960796;2024-11-19 13:58:49.645;0.893;-0.624
0,07;0,11;0,12;3;7722702;10075594;10108999;431566278;8591235;944424;2024-11-19 14:01:37.543;0.893;-0.623
0,02;0,13;0,18;0;7727216;10074801;10103700;440320193;8630678;945470;2024-11-19 14:03:25.783;0.893;-0.623
0,00;0,07;0,17;0;7742435;10075164;10108923;438821478;8614061;942374;2024-11-19 14:05:53.183;0.893;-0.622
0,11;0,10;0,16;0;7730828;10075332;10101853;435680492;8672383;940662;2024-11-19 14:07:53.790;0.893;-0.621
0,14;0,04;0,15;0;7735097;10072824;10107073;446889025;8646504;949133;2024-11-19 14:11:00.513;0.894;-0.620
0,02;0,09;0,15;0;7723830;10075260;10105131;438595750;8595334;946579;2024-11-19 14:12:36.522;0.894;-0.618
0,00;0,12;0,14;0;7741772;10072916;10105623;439538347;8641110;942018;2024-11-19 14:12:52.625;0.894;-0.619
0,08;0,12;0,17;0;7736843;10075746;10110518;441423174;8625571;951084;2024-11-19 14:15:00.791;0.894;-0.617
0,00;0,08;0,10;0;7754749;10073266;10109976;437374634;8685148;950146;2024-11-19 14:18:09.979;0.894;-0.616
0,00;0,08;0,12;0;7731523;10074958;10109197;441692945;8678530;952083;2024-11-19 14:19:54.831;0.895;-0.615
0,08;0,12;0,07;0;7735750;10074572;10105704;438281378;8682247;951391;2024-11-19 14:21:00.703;0.895;-0.614
0,00;0,02;0,12;0;7736914;10074105;10105414;446556296;8700367;947369;2024-11-19 14:23:35.040;0.895;-0.613
0,03;0,05;0,08;2;7739284;10073407;10103193;440868478;8661724;954536;2024-11-19 14:25:21.995;0.895;-0.612
0,07;0,14;0,13;0;7723802;10074464;10104824;448799259;8640100;951937;2024-11-19 14:27:01.313;0.895;-0.611
0,04;0,09;0,13;0;7726430;10073964;10118188;442018104;8708460;955256;2024-11-19 14:30:42.003;0.896;-0.610
0,03;0,14;0,16;0;7732135;10075568;10107153;448115702;8666163;954401;2024-11-19 14:31:39.515;0.896;-0.609
0,04;0,09;0,10;0;7716511;10074875;10106331;446053413;8724204;949236;2024-11-19 14:33:15.598;0.896;-0.608
0,00;0,07;0,18;0;7752962;10073489;10109978;448676653;8728029;950769;2024-11-19 14:35:58.056;0.896;-0.607
0,04;0,05;0,16;0;7747775;10073991;10107227;452422128;8656897;957991;2024-11-19 14:38:51.025;0.896;-0.606
0,02;0,10;0,12;0;7726739;10075054;10110778;435205802;8680049;952480;2024-11-19 14:40:29.974;0.897;-0.605
0,09;0,05;0,10;0;7743758;10073660;10106480;447376208;8712606;956222;2024-11-19 14:42:59.873;0.897;-0.604
0,00;0,02;0,14;0;7748146;10075590;10104543;445076991;8714624;951812;2024-11-19 14:43:57.564;0.897;-0.603
0,00;0,02;0,18;0;7715274;10073762;10103112;440753551;8717207;956680;2024-11-19 14:46:28.226;0.897;-0.602
0,07;0,04;0,12;0;7729539;10073348;10098743;436480690;8690685;953449;2024-11-19 14:46:52.986;0.897;-0.601
0,00;0,13;0,15;0;7745732;10075194;10117102;449593547;8722889;962561;2024-11-19 14:49:37.741;0.898;-0.600
0,05;0,11;0,10;0;7748020;10074351;10099657;443093885;8736537;959692;2024-11-19 14:51:03.672;0.898;-0.599
0,00;0,18;0,15;0;7757888;10073529;10105963;438337537;8767175;956859;2024-11-19 14:52:52.021;0.898;-0.598
0,13;0,10;0,16;0;7737947;10074701;10110675;442648411;8710720;963152;2024-11-19 14:56:08.989;0.898;-0.597
0,11;0,15;0,12;0;7724761;10074077;10110451;441672465;8769455;963846;2024-11-19 14:57:32.169;0.898;-0.596
0,05;0,06;0,13;1;7722331;10073057;10114173;445337540;8715853;957052;2024-11-19 14:58:48.482;0.899;-0.595
0,00;0,13;0,11;2;7737506;10073097;10095456;429574632;8528330;933269;2024-11-19 15:01:25.953;0.899;-0.594
0,00;0,02;0,13;0;7709834;10075892;10108992;433157554;8518589;929924;2024-11-19 15:03:57.982;0.899;-0.593
0,14;0,08;0,14;3;7724672;10074818;10099250;437447753;8502272;936082;2024-11-19 15:05:16.140;0.899;-0.592
0,09;0,16;0,14;0;7722452;10071630;10102060;433204275;8508555;935977;2024-11-19 15:07:32.699;0.899;-0.591
0,10;0,10;0,09;0;7746383;10074044;10097525;444152181;8546357;938763;2024-11-19 15:10:48.503;0.900;-0.590
0,14;0,10;0,20;1;7738600;10075031;10108947;441211424;8592261;937707;2024-11-19 15:11:55.344;0.900;-0.589
0,07;0,08;0,13;0;7711427;10074793;10113642;437719298;8558086;934273;2024-11-19 15:15:00.247;0.900;-0.588
0,00;0,13;0,13;1;7725091;10075631;10107616;441521429;8551800;932452;2024-11-19 15:16:09.034;0.900;-0.587
0,01;0,16;0,13;0;7723348;10073554;10110959;441012580;8563271;932238;2024-11-19 15:18:16.579;0.900;-0.586
0,00;0,06;0,13;0;7712408;10074004;10101169;442803141;8601418;932795;2024-11-19 15:19:46.388;0.901;-0.585
0,06;0,10;0,16;0;7731119;10073812;10101192;440834748;8534219;940733;2024-11-19 15:21:37.268;0.901;-0.584
0,06;0,08;0,15;0;7735313;10073968;10110165;442180956;8612210;939649;2024-11-19 15:23:16.029;0.901;-0.583
0,08;0,09;0,09;0;7725162;10073200;10111078;439381702;8626244;937796;2024-11-19 15:25:52.973;0.901;-0.582
0,05;0,10;0,13;0;7725457;10073285;10103516;430529562;8564131;937347;2024-11-19 15:27:51.464;0.901;-0.581
0,04;0,10;0,18;0;7733404;10074100;10115185;433299943;8606979;945236;2024-11-19 15:30:36.560;0.902;-0.579
0,01;0,04;0,13;0;7733409;10074731;10102735;442113361;8570977;940608;2024-11-19 15:30:38.624;0.902;-0.580
0,04;0,07;0,11;3;7719446;10072802;10105535;445651640;8614155;942279;2024-11-19 15:34:21.895;0.902;-0.578
0,03;0,12;0,18;0;7750549;10074540;10101969;444924086;8624399;944255;2024-11-19 15:35:23.478;0.902;-0.577
0,00;0,14;0,15;0;7743795;10074528;10105767;441754859;8649292;937912;2024-11-19 15:37:37.201;0.902;-0.576
0,16;0,11;0,10;0;7728879;10073308;10104749;441577758;8610478;942975;2024-11-19 15:40:37.456;0.903;-0.575
0,00;0,09;0,15;0;7730552;10075732;10111514;432191564;8634626;947552;2024-11-19 15:41:40.261;0.903;-0.574
0,08;0,15;0,20;0;7734924;10073708;10100334;444278254;8646510;940126;2024-11-19 15:44:26.431;0.903;-0.573
0,07;0,12;0,17;0;7744565;10074258;10103701;430822061;8603141;941901;2024-11-19 15:45:51.329;0.903;-0.572
