fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at
0,27;0,30;0,34;1;7919976;10093076;10314895;647313012;19115009;1823159;2024-11-08 10:22:05.848
0,27;0,24;0,24;0;7923234;10093087;10312919;647442224;19115307;1823203;2024-11-08 10:23:07.268
0,14;0,09;0,19;0;7917301;10093199;10313521;647786910;19113412;1823207;2024-11-08 10:24:36.767
0,38;0,19;0,25;0;7922921;10093193;10314180;647769638;19117894;1823149;2024-11-08 10:26:53.845
0,28;0,11;0,15;1;7919296;10093173;10313917;647356959;19115776;1823088;2024-11-08 10:30:36.263
0,28;0,34;0,21;1;7918781;10093181;10314752;647253209;19117696;1823101;2024-11-08 10:31:01.700
0,22;0,38;0,26;0;7921534;10093209;10314233;647424350;19115650;1823152;2024-11-08 10:34:00.141
0,26;0,28;0,24;1;7921429;10093142;10313898;647449960;19118477;1823065;2024-11-08 10:35:43.639
0,14;0,17;0,29;0;7920916;10093253;10313800;647436703;19115391;1823164;2024-11-08 10:38:16.324
0,17;0,20;0,19;0;7921984;10093077;10313377;647250117;19117670;1823174;2024-11-08 10:40:35.656
0,10;0,17;0,16;0;7915710;10093160;10313729;647233544;19117356;1823149;2024-11-08 10:41:47.564
0,20;0,34;0,20;0;7915538;10093267;10314430;647388517;19114399;1823071;2024-11-08 10:44:22.298
0,26;0,26;0,23;1;7916067;10093114;10314270;647127391;19116454;1823066;2024-11-08 10:45:50.707
0,25;0,21;0,25;0;7921807;10093153;10313656;647729202;19119191;1823083;2024-11-08 10:47:59.111
0,43;0,27;0,24;0;7924572;10093240;10314115;647401247;19116793;1823165;2024-11-08 10:50:16.681
0,21;0,35;0,25;0;7915540;10093170;10315006;647958122;19118471;1823219;2024-11-08 10:52:49.981
0,23;0,14;0,24;0;7922334;10093176;10314189;647313048;19116552;1823216;2024-11-08 10:52:54.657
0,13;0,21;0,20;0;7917342;10093100;10314414;647538780;19115126;1823089;2024-11-08 10:54:47.396
0,17;0,34;0,19;0;7919494;10093195;10314432;647963094;19115895;1823077;2024-11-08 10:57:13.626
0,28;0,17;0,20;2;7919585;10093159;10313964;647447910;19119075;1823108;2024-11-08 10:59:10.066
0,36;0,13;0,28;0;7920494;10093170;10313880;647556581;19115671;1823133;2024-11-08 11:00:59.716
0,17;0,23;0,17;2;7916733;10093091;10314173;647646131;19117385;1823165;2024-11-08 11:04:15.168
0,00;0,24;0,20;0;7923272;10093264;10313659;647573299;19119241;1823129;2024-11-08 11:06:38.430
0,32;0,26;0,10;0;7927722;10093178;10314164;647901514;19119833;1823105;2024-11-08 11:07:27.075
0,32;0,30;0,31;1;7921549;10093253;10314074;647222231;19119228;1823086;2024-11-08 11:09:23.049
0,25;0,22;0,31;0;7922878;10093173;10314703;647494714;19116611;1823221;2024-11-08 11:10:49.271
0,31;0,30;0,17;2;7925391;10093192;10314676;647517010;19119354;1823233;2024-11-08 11:13:18.615
0,15;0,29;0,24;0;7918087;10093197;10313823;648140260;19118843;1823158;2024-11-08 11:14:54.309
0,18;0,55;0,22;1;7926236;10093215;10314940;647799754;19115598;1823176;2024-11-08 11:16:53.399
0,16;0,28;0,24;1;7923029;10093234;10313419;647528303;19116606;1823096;2024-11-08 11:18:41.982
0,25;0,22;0,24;0;7923452;10093218;10314148;647279953;19116643;1823122;2024-11-08 11:22:34.729
0,34;0,27;0,23;0;7921616;10093200;10314222;647452773;19118784;1823246;2024-11-08 11:22:38.901
0,02;0,33;0,27;0;7919158;10093110;10314277;647621065;19118107;1823198;2024-11-08 11:26:23.367
0,32;0,23;0,15;0;7923614;10093295;10314685;647275576;19117059;1823098;2024-11-08 11:28:01.259
0,26;0,36;0,23;2;7918814;10093138;10314178;647739992;19116303;1823242;2024-11-08 11:29:11.413
0,15;0,21;0,18;0;7917864;10093211;10314026;647378186;19119383;1823151;2024-11-08 11:30:46.547
0,28;0,31;0,25;0;7920903;10093204;10315027;647458877;19120226;1823098;2024-11-08 11:34:29.124
0,48;0,32;0,16;0;7920321;10093206;10314597;647714186;19117009;1823178;2024-11-08 11:36:01.863
0,26;0,18;0,25;0;7922352;10093264;10313842;647412512;19120586;1823265;2024-11-08 11:36:48.694
0,29;0,37;0,25;0;7922796;10093094;10313584;647155991;19118807;1823193;2024-11-08 11:38:56.269
0,11;0,29;0,34;0;7920057;10093194;10315123;647663455;19116599;1823266;2024-11-08 11:41:19.744
0,32;0,30;0,22;1;7922192;10093173;10313903;647619318;19116355;1823151;2024-11-08 11:43:54.597
0,40;0,31;0,26;0;7925939;10093215;10314304;647434319;19117864;1823295;2024-11-08 11:45:57.885
0,28;0,19;0,24;0;7920940;10093089;10313109;647662999;19117396;1823122;2024-11-08 11:48:02.334
0,18;0,24;0,20;0;7921682;10093163;10313639;647658606;19121405;1823266;2024-11-08 11:50:34.037
0,38;0,20;0,25;0;7922867;10093157;10314324;647484687;19117250;1823154;2024-11-08 11:51:32.485
0,38;0,19;0,25;0;7927570;10093239;10314253;647386657;19119908;1823150;2024-11-08 11:53:42.521
0,35;0,13;0,24;2;7920581;10093230;10314045;647527102;19118934;1823192;2024-11-08 11:55:11.747
0,27;0,21;0,27;1;7917428;10093143;10313978;647441092;19120279;1823286;2024-11-08 11:56:38.652
0,26;0,32;0,25;0;7924053;10093188;10314299;647548018;19118921;1823211;2024-11-08 11:59:08.437
0,26;0,37;0,27;0;7915529;10093207;10314529;647620454;19121448;1823218;2024-11-08 12:00:52.261
0,38;0,34;0,20;0;7917691;10093259;10314500;647661872;19120557;1823308;2024-11-08 12:03:46.228
0,30;0,20;0,33;0;7919494;10093199;10314398;647629979;19121560;1823314;2024-11-08 12:05:44.018
0,21;0,33;0,30;1;7921278;10093239;10314341;647720975;19117341;1823292;2024-11-08 12:07:56.284
0,35;0,35;0,27;0;7921323;10093351;10314646;647498139;19121038;1823313;2024-11-08 12:10:46.143
0,33;0,19;0,24;0;7914185;10093262;10314921;647624782;19118339;1823203;2024-11-08 12:12:52.965
0,15;0,46;0,21;1;7919281;10093219;10314646;647427477;19117813;1823134;2024-11-08 12:14:19.665
0,30;0,33;0,16;1;7928091;10093233;10314980;647782427;19117532;1823229;2024-11-08 12:14:46.887
0,23;0,21;0,19;0;7922726;10093234;10313520;647410196;19120377;1823144;2024-11-08 12:17:32.157
0,07;0,29;0,25;0;7918077;10093210;10314834;647619740;19117910;1823222;2024-11-08 12:18:39.280
0,38;0,13;0,24;0;7918394;10093206;10313545;647564173;19118995;1823193;2024-11-08 12:22:08.252
0,32;0,25;0,23;0;7916296;10093207;10314149;647656710;19119819;1823223;2024-11-08 12:24:52.390
0,01;0,36;0,25;0;7923513;10093201;10313251;647368426;19118101;1823304;2024-11-08 12:25:04.844
0,22;0,36;0,20;2;7921623;10093223;10313546;647506623;19119422;1823265;2024-11-08 12:27:26.346
0,10;0,26;0,20;0;7921588;10093200;10314042;647484829;19120655;1823301;2024-11-08 12:30:37.673
0,22;0,37;0,10;0;7924322;10093151;10314508;647815657;19119359;1823229;2024-11-08 12:31:24.656
0,19;0,43;0,21;1;7926911;10093183;10313455;647578227;19120920;1823216;2024-11-08 12:33:44.918
0,18;0,26;0,22;0;7929053;10093208;10314255;647505203;19118791;1823302;2024-11-08 12:36:53.629
0,25;0,20;0,15;2;7919198;10093161;10314570;647259964;19120342;1823181;2024-11-08 12:37:11.323
0,34;0,17;0,23;0;7921388;10093110;10315384;648006986;19123178;1823277;2024-11-08 12:40:53.297
0,28;0,18;0,20;0;7925554;10093210;10314183;647521976;19119315;1823231;2024-11-08 12:41:16.427
0,10;0,21;0,25;0;7915868;10093256;10314522;647712898;19123180;1823211;2024-11-08 12:44:56.556
0,27;0,11;0,26;0;7921309;10093224;10313384;647894510;19121019;1823198;2024-11-08 12:44:57.591
0,30;0,20;0,19;0;7923124;10093166;10314953;647431996;19118891;1823335;2024-11-08 12:47:23.760
0,22;0,16;0,26;0;7921176;10093248;10314440;647658775;19119830;1823192;2024-11-08 12:49:40.732
0,46;0,20;0,21;1;7921319;10093217;10314037;647913314;19119845;1823322;2024-11-08 12:51:46.609
0,17;0,24;0,21;1;7920799;10093246;10313764;647675235;19119239;1823303;2024-11-08 12:53:09.973
0,19;0,17;0,28;0;7921219;10093229;10315172;647771941;19120263;1823344;2024-11-08 12:55:50.688
0,19;0,16;0,16;2;7923976;10093256;10314448;647464218;19120790;1823338;2024-11-08 12:58:27.337
0,33;0,19;0,29;0;7918725;10093149;10314372;647630934;19120002;1823245;2024-11-08 12:59:37.976
0,16;0,32;0,24;0;7923616;10093188;10314311;647755239;19121193;1823297;2024-11-08 13:02:18.229
0,09;0,29;0,29;0;7920191;10093213;10314257;647730766;19120112;1823234;2024-11-08 13:02:36.993
0,00;0,40;0,24;1;7922033;10093093;10314123;647629654;19119887;1823185;2024-11-08 13:05:09.227
0,33;0,21;0,24;1;7921506;10093126;10314492;647568559;19121842;1823219;2024-11-08 13:06:48.890
0,12;0,21;0,26;0;7920820;10093213;10314160;647357997;19119632;1823264;2024-11-08 13:09:58.844
0,26;0,17;0,21;0;7919157;10093178;10315215;647458336;19121158;1823322;2024-11-08 13:12:11.731
0,19;0,17;0,26;2;7923803;10093188;10314683;647856411;19119791;1823220;2024-11-08 13:13:38.180
0,33;0,21;0,17;1;7927782;10093208;10314652;647812660;19122619;1823241;2024-11-08 13:15:32.067
0,19;0,28;0,20;0;7919556;10093152;10313617;647699974;19122310;1823237;2024-11-08 13:17:23.439
0,33;0,27;0,22;2;7927244;10093131;10314845;647480540;19121445;1823347;2024-11-08 13:19:09.646
0,20;0,28;0,30;0;7918254;10093205;10313550;647366605;19123755;1823260;2024-11-08 13:22:31.802
0,26;0,23;0,20;1;7919490;10093238;10314551;647141112;19123790;1823362;2024-11-08 13:24:53.502
0,24;0,36;0,13;2;7918606;10093230;10314399;647489225;19122090;1823238;2024-11-08 13:26:36.977
0,28;0,04;0,33;0;7919319;10093198;10313487;647587607;19121913;1823363;2024-11-08 13:26:46.524
0,24;0,16;0,26;0;7918021;10093221;10314824;647576804;19121298;1823315;2024-11-08 13:28:56.965
0,18;0,36;0,28;0;7925181;10093117;10313075;647450790;19121582;1823287;2024-11-08 13:31:45.629
0,16;0,31;0,25;0;7920392;10093148;10314513;647385565;19125402;1823387;2024-11-08 13:34:10.775
0,25;0,36;0,27;0;7924546;10093134;10314309;647219378;19123656;1823398;2024-11-08 13:34:44.369
0,00;0,27;0,34;0;7920633;10093194;10314954;647367026;19122238;1823240;2024-11-08 13:37:03.221
0,20;0,25;0,33;0;7921599;10093246;10313593;647309840;19122450;1823400;2024-11-08 13:40:23.048
0,28;0,35;0,19;2;7924300;10093196;10314358;648047325;19124612;1823304;2024-11-08 13:40:59.545
0,43;0,15;0,28;0;7924299;10093227;10313444;647827880;19122707;1823262;2024-11-08 13:43:53.928
0,32;0,20;0,24;0;7920531;10093217;10314991;647692282;19122624;1823348;2024-11-08 13:45:07.642
0,11;0,40;0,22;0;7921379;10093234;10314671;648005521;19121717;1823397;2024-11-08 13:48:48.985
0,20;0,21;0,16;0;7924235;10093252;10314871;647559873;19123274;1823374;2024-11-08 13:49:00.219
0,19;0,33;0,29;0;7927439;10093308;10315481;647590161;19124933;1823392;2024-11-08 13:51:24.506
0,22;0,15;0,32;0;7920784;10093261;10313860;647188964;19122775;1823273;2024-11-08 13:53:26.835
0,11;0,38;0,27;0;7926379;10093286;10314294;647540185;19125799;1823419;2024-11-08 13:55:47.472
0,17;0,33;0,26;1;7919076;10093224;10314795;647620182;19124748;1823415;2024-11-08 13:57:02.553
0,24;0,25;0,22;0;7916859;10093210;10313663;647599758;19126297;1823258;2024-11-08 13:59:48.893
0,24;0,31;0,34;1;7921795;10093191;10314351;647536560;19122593;1823418;2024-11-08 14:00:52.694
0,12;0,39;0,24;1;7920572;10093142;10314974;647651926;19123833;1823421;2024-11-08 14:04:46.986
0,10;0,31;0,22;0;7925226;10093232;10313665;647208724;19125742;1823288;2024-11-08 14:06:11.880
0,31;0,29;0,19;1;7923773;10093165;10314768;648102128;19125213;1823254;2024-11-08 14:07:47.278
0,17;0,21;0,22;0;7918749;10093165;10314882;648000213;19126492;1823290;2024-11-08 14:09:25.064
0,45;0,21;0,25;0;7918849;10093264;10314847;647392300;19123824;1823442;2024-11-08 14:11:59.040
0,39;0,13;0,26;0;7928067;10093139;10313902;647552510;19123663;1823301;2024-11-08 14:13:33.746
0,19;0,21;0,27;0;7921004;10093198;10314538;647371014;19125734;1823344;2024-11-08 14:16:11.562
0,17;0,24;0,24;0;7923299;10093217;10313841;647855433;19126332;1823394;2024-11-08 14:16:59.570
0,00;0,27;0,17;0;7920561;10093215;10314954;647504907;19124309;1823456;2024-11-08 14:18:53.350
0,29;0,13;0,27;0;7917525;10093192;10315733;647503018;19124363;1823413;2024-11-08 14:20:53.511
0,25;0,13;0,20;0;7919549;10093189;10314594;647835255;19122456;1823292;2024-11-08 14:23:26.847
0,25;0,28;0,17;0;7922539;10093253;10314458;647908518;19123142;1823352;2024-11-08 14:24:52.342
0,39;0,28;0,26;0;7920159;10093257;10314942;647827933;19126980;1823394;2024-11-08 14:28:53.401
0,29;0,20;0,20;0;7921976;10093150;10313985;647682192;19127227;1823378;2024-11-08 14:29:32.433
0,29;0,15;0,23;0;7924124;10093133;10314778;647637279;19125876;1823401;2024-11-08 14:30:45.376
0,26;0,31;0,29;2;7919024;10093175;10314173;647756986;19123770;1823369;2024-11-08 14:33:13.378
0,15;0,21;0,19;0;7920633;10093234;10313781;647840329;19127500;1823304;2024-11-08 14:36:45.634
0,35;0,16;0,22;1;7923048;10093267;10315355;647490254;19126697;1823462;2024-11-08 14:37:33.497
0,30;0,09;0,30;0;7918399;10093198;10314507;647674180;19127040;1823382;2024-11-08 14:40:42.099
0,20;0,16;0,29;0;7931554;10093219;10314158;647840018;19124113;1823324;2024-11-08 14:41:46.839
0,00;0,15;0,25;1;7922705;10093237;10314839;647578169;19125557;1823369;2024-11-08 14:44:20.708
0,07;0,26;0,18;1;7924955;10093113;10314754;647237486;19127130;1823321;2024-11-08 14:44:51.560
0,36;0,21;0,28;0;7917515;10093211;10314870;647370162;19127349;1823431;2024-11-08 14:47:13.229
0,28;0,25;0,28;0;7920053;10093198;10315533;647380741;19125254;1823460;2024-11-08 14:49:09.624
0,13;0,18;0,28;0;7918403;10093185;10314639;647699672;19125472;1823328;2024-11-08 14:52:37.442
0,12;0,16;0,31;0;7923158;10093260;10315225;647513348;19125387;1823381;2024-11-08 14:54:58.407
0,13;0,12;0,26;0;7924092;10093216;10315028;647639352;19125056;1823299;2024-11-08 14:56:29.251
0,18;0,31;0,24;1;7918420;10093177;10314940;647783196;19125744;1823347;2024-11-08 14:58:15.419
0,13;0,13;0,30;0;7917393;10093158;10314914;647426546;19125949;1823477;2024-11-08 14:59:07.657
0,20;0,22;0,16;2;7923464;10093209;10314577;647592090;19125019;1823380;2024-11-08 15:01:33.245
0,32;0,23;0,28;2;7928706;10093137;10314443;647690120;19124960;1823313;2024-11-08 15:04:49.145
0,16;0,26;0,27;0;7926556;10093240;10315263;647774629;19126097;1823324;2024-11-08 15:07:00.831
0,37;0,21;0,26;1;7926432;10093210;10315052;647766725;19125204;1823503;2024-11-08 15:08:39.277
0,27;0,10;0,21;0;7923968;10093176;10314402;647966582;19128591;1823409;2024-11-08 15:08:56.738
0,07;0,21;0,18;0;7922506;10093209;10314529;647783099;19126474;1823459;2024-11-08 15:12:24.883
0,26;0,18;0,22;2;7925245;10093139;10314356;647962020;19128923;1823391;2024-11-08 15:14:27.449
0,30;0,22;0,23;2;7923553;10093205;10314987;647661688;19125020;1823377;2024-11-08 15:16:36.173
0,24;0,18;0,22;0;7926067;10093214;10315171;647758410;19126229;1823406;2024-11-08 15:16:39.987
0,18;0,31;0,24;1;7925881;10093208;10314956;647753513;19127118;1823402;2024-11-08 15:19:58.397
0,21;0,12;0,19;0;7923832;10093167;10314451;647608669;19128198;1823435;2024-11-08 15:21:55.551
0,25;0,14;0,23;0;7924051;10093258;10314816;647474854;19126184;1823458;2024-11-08 15:23:29.471
0,13;0,21;0,23;0;7917752;10093183;10314131;647350755;19129057;1823363;2024-11-08 15:26:14.358
0,34;0,34;0,27;0;7916985;10093266;10314481;647258072;19127642;1823392;2024-11-08 15:26:36.160
0,40;0,21;0,27;0;7921532;10093313;10315034;648258910;19127399;1823402;2024-11-08 15:29:28.187
0,15;0,22;0,29;1;7919813;10093191;10314384;647275928;19125782;1823336;2024-11-08 15:31:02.015
0,29;0,24;0,19;2;7923406;10093157;10314691;647743974;19125748;1823486;2024-11-08 15:33:01.277
0,21;0,30;0,27;0;7922283;10093135;10314002;647704243;19129298;1823334;2024-11-08 15:34:42.707
0,23;0,15;0,25;0;7923167;10093202;10314670;647140704;19125406;1823432;2024-11-08 15:38:19.780
0,13;0,30;0,06;0;7927987;10093208;10315126;647188948;19129706;1823521;2024-11-08 15:40:49.029
0,45;0,28;0,28;1;7920972;10093184;10314852;647447987;19128816;1823511;2024-11-08 15:42:25.671
0,09;0,26;0,23;1;7920481;10093198;10315210;647639246;19126877;1823396;2024-11-08 15:44:30.653
0,12;0,07;0,27;0;7929778;10093174;10314639;647324041;19128031;1823504;2024-11-08 15:46:19.451
0,46;0,38;0,25;1;7919602;10093166;10313837;647749251;19128246;1823374;2024-11-08 15:47:43.041
0,20;0,20;0,23;0;7920278;10093201;10315279;647276797;19127652;1823480;2024-11-08 15:50:46.367
0,38;0,24;0,21;0;7921442;10093247;10314008;647745387;19128151;1823390;2024-11-08 15:52:05.080
0,33;0,19;0,27;0;7914939;10093152;10314225;647787183;19127698;1823540;2024-11-08 15:54:26.096
0,35;0,28;0,24;0;7922655;10093200;10315115;647433391;19128492;1823417;2024-11-08 15:54:36.174
0,04;0,30;0,33;0;7923942;10093129;10314729;647643168;19126362;1823419;2024-11-08 15:57:43.568
0,22;0,14;0,29;0;7920759;10093133;10314996;647685334;19128771;1823512;2024-11-08 16:00:30.496
0,41;0,31;0,18;2;7923531;10093240;10313823;647832972;19127145;1823464;2024-11-08 16:00:57.445
0,30;0,33;0,24;0;7917673;10093247;10314626;647779290;19127458;1823393;2024-11-08 16:04:23.241
0,19;0,14;0,26;0;7925700;10093204;10314633;647820968;19127643;1823393;2024-11-08 16:06:49.524
0,20;0,19;0,28;1;7924628;10093236;10316074;647789612;19129955;1823375;2024-11-08 16:06:54.375
0,03;0,27;0,34;0;7924356;10093214;10315486;647505396;19130379;1823551;2024-11-08 16:09:29.360
0,18;0,22;0,14;0;7924299;10093156;10315144;647395196;19130137;1823406;2024-11-08 16:11:12.695
0,25;0,28;0,19;0;7923171;10093188;10314342;647780633;19129149;1823531;2024-11-08 16:12:38.723
0,19;0,21;0,20;0;7926929;10093231;10315390;647647492;19131034;1823380;2024-11-08 16:16:32.210
0,12;0,16;0,24;0;7918048;10093225;10314931;647858042;19129679;1823490;2024-11-08 16:17:53.782
0,17;0,33;0,33;0;7920411;10093238;10314243;647593760;19131568;1823461;2024-11-08 16:19:44.792
0,33;0,15;0,21;0;7927504;10093288;10313719;647963374;19128698;1823481;2024-11-08 16:22:49.854
0,23;0,25;0,27;0;7925721;10093179;10314854;647760575;19127279;1823518;2024-11-08 16:24:20.991
0,10;0,38;0,31;1;7925913;10093214;10314757;647505858;19129798;1823444;2024-11-08 16:24:55.918
0,23;0,27;0,29;0;7932197;10093229;10314882;647708431;19128680;1823518;2024-11-08 16:27:06.807
0,31;0,24;0,31;0;7921650;10093314;10314846;647562236;19128180;1823566;2024-11-08 16:30:40.007
0,20;0,44;0,16;0;7924417;10093212;10314348;647356240;19127718;1823467;2024-11-08 16:31:27.176
0,19;0,16;0,30;0;7928240;10093055;10315126;647739464;19131024;1823455;2024-11-08 16:33:56.554
0,28;0,38;0,21;0;7921967;10093197;10314831;647973999;19131005;1823469;2024-11-08 16:36:59.960
0,30;0,26;0,25;0;7919624;10093269;10313722;647636502;19131829;1823576;2024-11-08 16:37:09.357
0,34;0,12;0,29;1;7922260;10093252;10315198;647689662;19128519;1823462;2024-11-08 16:39:19.243
0,27;0,25;0,31;0;7922222;10093302;10313942;648012006;19128145;1823450;2024-11-08 16:40:41.961
0,39;0,28;0,23;0;7924029;10093099;10315124;647327466;19127748;1823510;2024-11-08 16:43:44.737
0,13;0,36;0,15;0;7921801;10093263;10315102;647694867;19128181;1823416;2024-11-08 16:46:43.968
0,31;0,33;0,26;0;7919250;10093150;10314785;647717839;19130301;1823485;2024-11-08 16:48:25.868
0,01;0,17;0,20;1;7922342;10093159;10314915;647875206;19128861;1823476;2024-11-08 16:50:25.573
0,02;0,28;0,19;2;7927482;10093216;10314385;647590455;19132652;1823450;2024-11-08 16:52:20.781
0,37;0,21;0,26;0;7924881;10093242;10315420;647720088;19129291;1823530;2024-11-08 16:54:35.465
0,33;0,21;0,23;1;7916889;10093235;10315210;647393532;19129859;1823445;2024-11-08 16:55:42.120
0,12;0,22;0,27;0;7922368;10093125;10314336;647682816;19128815;1823422;2024-11-08 16:58:53.142
0,29;0,15;0,25;0;7921908;10093292;10315447;647680101;19128356;1823528;2024-11-08 17:00:44.998
0,26;0,19;0,24;0;7925935;10093112;10314638;647697172;19128751;1823421;2024-11-08 17:02:51.009
0,30;0,30;0,26;2;7922860;10093209;10313864;647688924;19129999;1823617;2024-11-08 17:04:40.327
0,35;0,19;0,21;0;7918310;10093263;10314786;647737924;19128802;1823572;2024-11-08 17:06:17.198
0,26;0,32;0,19;1;7920770;10093323;10315010;647692018;19129604;1823600;2024-11-08 17:07:33.577
0,34;0,02;0,25;0;7921011;10093165;10314981;647710550;19129004;1823519;2024-11-08 17:10:59.131
0,41;0,24;0,30;2;7923353;10093186;10314902;647644002;19131273;1823573;2024-11-08 17:11:25.375
0,12;0,19;0,30;0;7923539;10093200;10314941;647562620;19129007;1823566;2024-11-08 17:14:07.840
0,29;0,14;0,29;1;7918629;10093259;10315594;647783211;19130780;1823587;2024-11-08 17:15:41.644
0,26;0,23;0,25;0;7922437;10093119;10315034;647485822;19133298;1823457;2024-11-08 17:17:19.074
0,27;0,29;0,15;2;7927241;10093212;10314537;647462818;19129007;1823605;2024-11-08 17:19:43.039
0,30;0,21;0,23;1;7921067;10093205;10315370;647586727;19130746;1823458;2024-11-08 17:20:48.796
0,14;0,23;0,30;2;7923672;10093240;10314717;647633693;19133518;1823556;2024-11-08 17:24:22.151
0,25;0,14;0,20;0;7920216;10093239;10314320;647692638;19130346;1823519;2024-11-08 17:26:21.643
0,10;0,17;0,17;0;7928402;10093215;10314861;647766126;19131941;1823618;2024-11-08 17:26:56.646
0,31;0,17;0,15;0;7919280;10093229;10314637;647678062;19131724;1823491;2024-11-08 17:29:07.654
0,21;0,25;0,21;0;7926430;10093206;10313885;647872621;19134019;1823580;2024-11-08 17:31:55.628
0,18;0,27;0,22;0;7924596;10093221;10316018;647695751;19129656;1823536;2024-11-08 17:32:43.342
0,19;0,26;0,20;0;7926377;10093237;10315794;647902459;19131596;1823491;2024-11-08 17:34:50.400
0,29;0,22;0,23;0;7924332;10093217;10313900;647933020;19131463;1823577;2024-11-08 17:37:04.433
0,49;0,16;0,26;0;7923517;10093211;10314848;647618516;19131855;1823502;2024-11-08 17:40:07.350
0,36;0,30;0,21;0;7926030;10093195;10314975;647713573;19134511;1823501;2024-11-08 17:42:12.539
0,28;0,25;0,21;1;7922861;10093180;10314976;647898394;19130201;1823595;2024-11-08 17:44:41.276
0,14;0,24;0,24;0;7919268;10093218;10314721;647505887;19133017;1823595;2024-11-08 17:46:05.128
0,15;0,19;0,18;0;7926142;10093181;10315345;647754076;19130772;1823654;2024-11-08 17:46:34.984
0,36;0,21;0,25;1;7926452;10093180;10314632;647448606;19130637;1823655;2024-11-08 17:50:21.542
0,05;0,29;0,20;1;7917072;10093219;10315602;647775828;19132824;1823532;2024-11-08 17:51:55.321
0,27;0,39;0,19;1;7924661;10093269;10315171;647890369;19132985;1823656;2024-11-08 17:54:04.677
0,24;0,24;0,25;0;7922103;10093161;10315774;647406779;19134752;1823636;2024-11-08 17:55:04.210
0,29;0,06;0,20;0;7927853;10093172;10314382;647570474;19132397;1823624;2024-11-08 17:56:30.069
0,23;0,38;0,22;0;7922823;10093249;10315145;648312427;19131333;1823550;2024-11-08 17:59:27.798
0,21;0,26;0,20;0;7926313;10093170;10315171;647768573;19133790;1823553;2024-11-08 18:01:26.606
0,22;0,23;0,23;0;7921527;10093158;10314086;647499142;19131834;1823507;2024-11-08 18:04:53.896
0,15;0,29;0,28;0;7920358;10093260;10314266;648220958;19134232;1823668;2024-11-08 18:05:25.133
0,43;0,22;0,25;1;7923926;10093113;10315352;647677544;19132249;1823586;2024-11-08 18:08:07.693
0,28;0,26;0,14;0;7927480;10093109;10314009;647521150;19135095;1823599;2024-11-08 18:08:33.721
0,36;0,19;0,35;0;7921172;10093108;10314812;648133079;19131961;1823594;2024-11-08 18:10:37.641
0,18;0,24;0,26;0;7921285;10093298;10314598;648005087;19135222;1823540;2024-11-08 18:12:42.192
0,30;0,11;0,19;0;7918400;10093235;10314454;647967668;19131992;1823639;2024-11-08 18:15:59.993
0,06;0,28;0,28;1;7921815;10093206;10314668;647891376;19134686;1823496;2024-11-08 18:18:04.048
0,29;0,19;0,24;2;7922497;10093178;10314782;647757449;19134669;1823498;2024-11-08 18:18:31.091
0,02;0,32;0,21;2;7916709;10093248;10316006;647609730;19135218;1823610;2024-11-08 18:22:20.846
0,18;0,16;0,25;1;7925967;10093160;10315907;646906076;19132451;1823562;2024-11-08 18:24:21.763
0,42;0,31;0,26;1;7922648;10093219;10314840;647863133;19132964;1823561;2024-11-08 18:26:02.151
0,24;0,18;0,26;1;7925388;10093148;10315200;647294927;19134425;1823597;2024-11-08 18:26:42.273
0,29;0,24;0,26;0;7922300;10093257;10315526;648073747;19136082;1823586;2024-11-08 18:30:42.351
0,47;0,19;0,28;0;7922815;10093220;10314533;647939000;19131691;1823682;2024-11-08 18:32:49.378
0,24;0,25;0,17;0;7922776;10093188;10315257;647550966;19132154;1823698;2024-11-08 18:34:22.556
0,04;0,28;0,26;0;7926761;10093166;10313943;647637034;19135588;1823690;2024-11-08 18:34:57.440
0,09;0,21;0,26;0;7922088;10093220;10314855;647785941;19133873;1823661;2024-11-08 18:38:02.755
0,22;0,23;0,25;2;7921536;10093235;10314420;647884639;19133936;1823689;2024-11-08 18:39:33.802
0,22;0,25;0,23;2;7922422;10093165;10315527;647905499;19133391;1823706;2024-11-08 18:41:46.219
0,33;0,36;0,24;0;7919851;10093192;10314782;647594968;19133185;1823566;2024-11-08 18:42:35.243
0,19;0,18;0,14;0;7928093;10093221;10314820;647613991;19135531;1823669;2024-11-08 18:46:04.917
0,32;0,09;0,26;1;7925118;10093230;10315788;647486794;19134826;1823674;2024-11-08 18:47:57.176
0,37;0,24;0,29;0;7922180;10093199;10315186;647798279;19134584;1823614;2024-11-08 18:49:17.854
0,17;0,15;0,25;0;7926610;10093171;10314934;647752550;19134666;1823558;2024-11-08 18:51:59.604
0,14;0,27;0,24;0;7922695;10093291;10314854;647688757;19137284;1823636;2024-11-08 18:54:47.706
0,27;0,23;0,25;2;7921156;10093136;10314433;647650897;19136227;1823726;2024-11-08 18:55:59.671
0,29;0,29;0,30;0;7924366;10093143;10315689;647610529;19137067;1823728;2024-11-08 18:58:08.510
0,30;0,37;0,18;0;7924820;10093181;10316658;647777303;19137141;1823720;2024-11-08 18:59:28.790
0,30;0,33;0,19;0;7922189;10093159;10314159;647827847;19134543;1823613;2024-11-08 19:01:18.296
0,22;0,28;0,15;0;7923978;10093190;10315015;648028172;19133845;1823707;2024-11-08 19:02:30.596
